"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 14:56:41 GMT 2024","Tue Jul 30 14:56:43 GMT 2024","2197","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testBlankPassword","testBlankPassword(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-4), username=demo_username, password=, errorMessage=Epic sadface: Password is required)","Test that verifies user gets error message after submitting login credentials where the password is blank"
"passed","Tue Jul 30 14:56:52 GMT 2024","Tue Jul 30 14:56:53 GMT 2024","786","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [3] LoginDto(super=BaseDto(testCaseId=TC-2), username=locked_out_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Tue Jul 30 14:56:53 GMT 2024","Tue Jul 30 14:56:54 GMT 2024","763","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [4] LoginDto(super=BaseDto(testCaseId=TC-2), username=problem_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Tue Jul 30 14:56:55 GMT 2024","Tue Jul 30 14:56:56 GMT 2024","777","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testLockedOutUser","testLockedOutUser(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-5), username=locked_out_user, password=secret_sauce, errorMessage=Epic sadface: Sorry, this user has been locked out.)","Test that verifies user gets error message after submitting login credentials for locked out user"
"passed","Tue Jul 30 14:56:51 GMT 2024","Tue Jul 30 14:56:52 GMT 2024","798","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [2] LoginDto(super=BaseDto(testCaseId=TC-2), username=standard_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Tue Jul 30 14:56:43 GMT 2024","Tue Jul 30 14:56:44 GMT 2024","828","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-1), username=standard_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Tue Jul 30 14:56:44 GMT 2024","Tue Jul 30 14:56:45 GMT 2024","901","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginDto) [2] LoginDto(super=BaseDto(testCaseId=TC-1), username=problem_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Tue Jul 30 14:56:56 GMT 2024","Tue Jul 30 14:56:57 GMT 2024","718","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testBlankUserName","testBlankUserName(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-3), username=, password=demo_password, errorMessage=Epic sadface: Username is required)","Test that verifies user gets error message after submitting login credentials where the username is blank"
"passed","Tue Jul 30 14:56:45 GMT 2024","Tue Jul 30 14:56:51 GMT 2024","5784","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginDto) [3] LoginDto(super=BaseDto(testCaseId=TC-1), username=performance_glitch_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Tue Jul 30 14:56:51 GMT 2024","Tue Jul 30 14:56:51 GMT 2024","795","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-2), username=username, password=secret_sauce, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Tue Jul 30 14:56:41 GMT 2024","Tue Jul 30 14:56:44 GMT 2024","3285","","org.play80days.e2e.ProductsTest","","org.play80days.e2e.ProductsTest","testSuccessfulLogout","testSuccessfulLogout(ProductsDto) [1] ProductsDto(super=BaseDto(testCaseId=TC-1), username=standard_user, password=secret_sauce, url=https://www.saucedemo.com/)","Test that verifies user gets redirected to 'Login' page after logging out"
"passed","Tue Jul 30 14:56:55 GMT 2024","Tue Jul 30 14:56:55 GMT 2024","779","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [6] LoginDto(super=BaseDto(testCaseId=TC-2), username=demo_username, password=demo_password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Tue Jul 30 14:56:54 GMT 2024","Tue Jul 30 14:56:55 GMT 2024","760","","org.play80days.e2e.LoginTest","","org.play80days.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [5] LoginDto(super=BaseDto(testCaseId=TC-2), username=performance_glitch_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
